"empl_ind_construction_%","agri_gross_value_livestock_m$","indstry_bus_trnsprt_pst_wrhsng_cnt","indstry_bus_prof_sci_tech_cnt","vhcl_light_rigid_truck","insolv_tot_debator_entr_bus_rel_per_insolv","agri_meat_chiecken_cnt","agri_broadacre_tot_area","bus_exit_20_plus_emply_cnt","year","vhcl_non_freight_truck","bus_exit_no_emply_cnt","empl_ind_admin_safety_%","fuel_type_diesel","bus_no_emply_cnt","bld_app_priv_dwl_exc_hs_cnt","sel_cause_non_bus_rel_insolv_caused_by_unemploy_loss_income","empl_ind_mnfctrng_%","res_prop_att_dwl_trnsfrs_cnt","indstry_bus_construction_cnt","vhcl_reg_over_10_yrs","vhcl_light_commercial","indstry_bus_mining_cnt","vhcl_heavy_rigid_truck","occ_debtor_service_worker","fuel_type_electric","vhcl_tot","p_t_trdmrk_apps_cnt","indstry_bus_hlth_soc_ass_cnt","indstry_bus_art_rec_cnt","agri_meat_cattle_cnt","empl_ind_admin_supp_%","bld_app_tot_priv_dwl_val_aud","bus_exit_5_19_emply_cnt","indstry_bus_admin_supp_cnt","bld_app_tot_non_res_bld_val_aud","occ_debtor_technician_trade","indstry_bus_retail_trd_cnt","vhcl_reg_less_than_5_yrs","vhcl_campervans","bld_app_tot_priv_dwl_cnt","indstry_bus_financ_insur_cnt","agri_gross_value_agri_production_m$","empl_ind_whlsle_trd_%","indstry_bus_accom_food_cnt","bld_app_priv_hse_cnt","fuel_type_petrol","vhcl_passenger","occ_debtor_professional","indstry_bus_tot_cnt","empl_ind_oth_serv_%","bld_app_priv_hse_val_aud","sel_cause_bus_rel_insolv_caused_by_economic","bld_app_priv_dwl_exc_hs_val_aud","indstry_bus_current_unkwn_cnt","indstry_bus_whlsle_trd_cnt","tourist_accom_over_15_rooms","bus_entr_tot_cnt","agri_area_holding","empl_ind_mining_%","occ_debtor_other_unkwn","empl_ind_edu_train_%","agri_veg_human_consumption","bus_entr_no_emply_cnt","bus_20_plus_emply_cnt","indstry_bus_ag_frst_fsh_cnt","indstry_bus_oth_serv_cnt","p_t_patent_apps_cnt","indstry_bus_rent_rl_est_cnt","indstry_bus_infomedia_telecom_cnt","bus_entr_5_19_emply_cnt","bld_app_tot_res_bld_val_aud","occ_debtor_sales_worker","indstry_bus_mnfctrng_cnt","bus_entr_20_plus_emply_cnt","indstry_bus_edu_train_cnt","sa3_code16","agri_gross_value_crops_m$","res_prop_att_dwl_med_sal_prc_aud","empl_ind_hlth_soc_assist_%","agri_fruit_nut_orchard_tree","occ_debtor_machinery_op_driver","vhcl_motorcycles","empl_ind_ag_frst_fsh_%","empl_tot","bus_tot_cnt","agri_dairy_cattle_cnt","occ_debtor_labourer","bld_app_tot_dwl_cnt","empl_ind_prof_sci_tech_cnt_%","agri_sheep_cnt","bus_5_19_emply_cnt","empl_ind_retail_trd_%","fuel_type_lpg_dual_other","insolv_tot_debator_entr_per_insolv","bus_entr_1_4_emply_cnt","occ_debtor_clerical_admin","empl_ind_trnsprt_pst_wrhsng_%","sel_cause_non_bus_rel_insolv_caused_by_excess_credit_use","empl_ind_elc_gs_wtr_wst_%","res_prop_hse_med_sal_prc_aud","empl_ind_rent_rl_est_%","agri_pig_cnt","vhcl_buses","insolv_tot_debator_entr_non_bus_rel_per_insolv","bus_exit_tot_cnt","empl_ind_financ_insur_%","indstry_bus_elc_gs_wtr_wst_cnt","bld_app_tot_bld_val_aud","res_prop_hse_trnsfs_cnt","vhcl_reg_5_to_10","bus_1_4_emply_cnt","empl_ind_accom_food_%","empl_ind_art_rec_%","occ_debtor_manager","bus_exit_1_4_emply_cnt","indstry_bus_pub_admin_safety_cnt","vhcl_articulated_truck","sa3_name16","empl_ind_infomedia_telecom_%"
"null","null","116","157","141","5","null","null","5",2013,"13","172","null","4975","1355","12","8","null","null","367","8829","4756","5","478","5","3","16222","27","74","31","null","null","17.0","22","78","15.0","4","146","2994","39","56","91","null","null","186","44","10892","9875","4","2443","null","15.0","null","2.0","17","52","55","206","null","null","8","null","null","135","44","773","76","6","170","9","9","18.0","null","66","null","26",10103,"null","null","null","null","3","703","null","null","2443","null","3","56","null","null","337","null","407","30","60","3","null","6","null","null","null","null","148","25","255","null","6","32.0","null","4418","711","null","null","null","62","4","69","Snowy Mountains","null"
"null","null","312","429","404","22","null","null","null",2013,"19","520","null","11625","3259","43","28","null","null","1180","31604","11703","8","1040","13","3","56925","50","269","73","null","null","115.0","45","181","24.0","12","531","10233","313","349","253","null","null","422","306","44076","40027","6","5771","null","107.0","12","9.0","48","116","56","473","null","null","16","null","null","283","90","818","270","7","523","28","21","119.0","10","219","null","61",10104,"null","null","null","null","8","2920","null","null","5771","null","11","349","null","null","674","null","1322","92","178","8","null","18","null","null","null","null","359","70","731","null","16","143.0","null","15100","1749","null","null","8","175","21","140","South Coast","null"
"null","null","177","213","274","12","null","null","3",2013,"14","251","null","6207","1820","15","15","null","null","388","14800","7237","3","779","9","null","28606","36","124","35","null","null","45.0","14","72","27.0","6","204","6470","90","185","125","null","null","104","170","21577","18711","5","3181","null","43.0","4","2.0","26","66","14","249","null","null","9","null","null","149","51","1146","133","14","205","11","6","45.0","3","88","null","26",10105,"null","null","null","null","4","1250","null","null","3181","null","8","185","null","null","333","null","840","58","93","6","null","11","null","null","null","null","148","46","347","null","11","72.0","null","7320","975","null","null","5","75","7","103","Goulburn  Mulwaree","null"
"null","null","223","293","333","13","null","null","4",2013,"16","326","null","9204","2457","2","16","null","null","575","15405","8528","17","1272","11","4","30076","38","87","45","null","null","52.0","22","95","19.0","6","231","6495","79","185","171","null","null","130","183","20216","18227","5","4250","null","51.0","5","null","42","97","14","370","null","null","10","null","null","249","64","1723","117","14","227","5","13","53.0","3","126","null","25",10106,"null","null","null","null","5","1196","null","null","4250","null","10","186","null","null","496","null","770","60","100","8","null","12","null","null","null","null","126","47","467","null","16","72.0","null","8158","1229","null","null","5","110","4","299","Young  Yass","null"
"null","null","507","1774","794","71","null","null","12",2013,"47","1407","null","14076","7262","89","70","null","null","2667","56195","14379","25","1213","36","4","118553","294","902","221","null","null","127.0","70","532","88.0","45","889","27210","384","345","997","null","null","451","256","101281","96565","34","12911","null","116.0","28","12.0","169","426","23","1368","null","null","30","null","null","857","266","355","582","68","1415","134","46","137.0","28","559","3","207",10201,"null","null","null","null","26","4658","null","null","12911","null","36","372","null","null","1222","null","3078","313","465","40","null","74","null","null","null","null","373","242","1907","null","42","225.0","null","35191","4164","null","null","38","420","58","140","Gosford","null"
"null","null","537","805","701","66","null","null","6",2013,"42","1021","null","12866","4389","126","138","null","null","1999","55166","14137","16","1266","50","null","108007","105","385","114","null","null","108.0","62","369","40.0","67","618","22228","480","451","477","null","null","356","325","91801","86022","34","8140","null","83.0","20","25.0","124","270","18","996","null","null","36","null","null","566","176","199","496","21","732","56","39","118.0","46","375","5","134",10202,"null","null","null","null","45","4655","null","null","8140","null","66","451","null","null","878","null","3298","416","379","43","null","111","null","null","null","null","425","350","1387","null","37","158.0","null","30607","2703","null","null","29","293","46","279","Wyong","null"
"null","null","248","278","315","13","null","null","3",2013,"15","317","null","8198","2352","58","28","null","null","644","17169","8597","20","905","7","3","35379","91","165","47","null","null","74.0","23","112","83.0","15","223","8643","93","284","190","null","null","167","226","26617","23193","6","3912","null","61.0","3","13.0","33","83","18","374","null","null","4","null","null","245","74","956","191","null","350","22","10","78.0","9","130","3","44",10301,"null","null","null","null","7","1877","null","null","3912","null","17","304","null","null","405","null","642","76","111","7","null","15","null","null","null","null","150","63","423","null","8","161.0","null","9581","1081","null","null","4","82","12","234","Bathurst","null"
"null","null","389","189","454","14","null","null","4",2013,"48","489","null","15889","3678","24","22","null","null","569","26442","14830","22","2127","8","null","48691","62","129","43","null","null","36.0","28","104","41.0","11","376","10000","156","121","206","null","null","237","97","32198","27787","4","6416","null","31.0","5","4.0","45","176","35","483","null","null","16","null","null","303","88","3011","260","14","373","8","23","39.0","3","209","null","28",10302,"null","null","null","null","8","1901","null","null","6416","null","13","126","null","null","781","null","768","71","155","3","null","14","null","null","null","null","321","57","637","null","26","79.0","null","12254","1872","null","null","5","118","12","1067","Lachlan Valley","null"
"null","null","227","216","381","11","null","null","null",2013,"35","319","null","10100","2345","17","21","null","null","563","20340","10899","42","1141","13","3","38168","68","138","36","null","null","59.0","19","90","28.0","12","272","7891","114","196","134","null","null","201","179","27423","23062","3","3948","null","56.0","null","3.0","39","89","18","371","null","null","13","null","null","244","78","1252","163","8","261","11","19","62.0","null","161","3","36",10303,"null","null","null","null","10","2180","null","null","3948","null","11","198","null","null","455","null","722","76","101","7","null","19","null","null","null","null","181","65","428","null","6","90.0","null","9929","1070","null","null","4","89","13","175","Lithgow  Mudgee","null"
"null","null","265","360","431","13","null","null","5",2013,"38","427","null","11693","2928","22","26","null","null","755","20948","11371","23","1217","9","null","45274","77","252","36","null","null","108.0","31","123","75.0","13","298","11864","78","373","241","null","null","190","351","32965","29624","15","4932","null","101.0","null","6.0","61","142","15","469","null","null","9","null","null","305","108","1332","227","8","371","15","22","113.0","8","181","null","45",10304,"null","null","null","null","9","2074","null","null","4932","null","9","376","null","null","543","null","676","94","144","13","null","19","null","null","null","null","216","81","557","null","7","187.0","null","12503","1349","null","null","9","96","10","225","Orange","null"
"null","null","201","201","270","13","null","null","3",2013,"22","331","null","8457","2499","28","22","null","null","611","22161","7542","13","783","11","null","37409","14","167","54","null","null","41.0","22","93","24.0","5","301","5895","247","155","184","null","null","197","127","28350","26630","3","3882","null","35.0","6","6.0","35","77","21","329","null","null","13","null","null","223","60","1003","193","7","315","18","12","42.0","7","174","null","32",10401,"null","null","null","null","7","1511","null","null","3882","null","11","155","null","null","365","null","694","64","93","4","null","12","null","null","null","null","236","51","439","null","5","66.0","null","9360","956","null","null","3","86","8","168","Clarence Valley","null"
"null","null","306","574","397","28","null","null","6",2013,"27","647","null","12142","3824","47","40","null","null","1208","34716","10567","10","1080","18","null","62950","88","403","92","null","null","87.0","48","221","100.0","19","473","11653","333","282","415","null","null","373","235","49685","46636","12","6656","null","75.0","12","12.0","91","173","40","652","null","null","21","null","null","406","130","941","307","19","610","48","27","90.0","13","285","4","78",10402,"null","null","null","null","10","3389","null","null","6656","null","18","282","null","null","730","null","1213","138","214","12","null","30","null","null","null","null","354","110","913","null","17","190.0","null","16594","1967","null","null","15","210","21","167","Coffs Harbour","null"
"null","null","154","78","228","5","null","null","3",2013,"22","237","null","8453","1825","17","18","null","null","250","10430","7401","76","860","4","null","20231","3","56","14","null","null","12.0","19","55","25.0","6","174","4576","61","40","81","null","null","111","23","11769","10356","null","3053","null","9.0","null","3.0","26","53","22","265","null","null","7","null","null","169","56","1592","74","4","172","10","14","21.0","null","48","3","16",10501,"null","null","null","null","4","699","null","null","3053","null","6","68","null","null","345","null","183","40","80","null","null","12","null","null","null","null","177","35","338","null","14","47.0","null","5213","836","null","null","4","75","3","427","Bourke  Cobar  Coonamble","null"
"null","null","69","61","145","7","null","null","null",2013,"3","130","null","3586","701","35","6","null","null","164","7883","3891","6","279","4","null","15262","null","47","10","null","null","11.0","4","37","15.0","5","118","3302","54","53","58","null","null","98","18","11467","9895","null","1267","null","7.0","null","4.0","14","31","14","113","null","null","11","null","null","81","38","306","81","null","101","null","5","13.0","3","43","null","12",10502,"null","null","null","null","3","820","null","null","1267","null","6","57","null","null","161","null","319","43","30","null","null","15","null","null","null","null","75","36","172","null","3","28.0","null","4108","371","null","null","4","39","null","100","Broken Hill and Far West","null"
"null","null","441","341","525","20","null","null","7",2013,"58","582","null","15827","4246","59","27","null","null","924","27560","15066","10","2065","11","null","55436","41","294","49","null","null","72.0","32","158","29.0","13","384","12672","151","286","301","null","null","324","227","39130","34127","7","7145","null","62.0","null","10.0","82","188","55","669","null","null","12","null","null","451","154","2475","356","10","489","18","31","79.0","12","207","5","58",10503,"null","null","null","null","7","2324","null","null","7145","null","14","299","null","null","783","null","757","103","180","13","null","22","null","null","null","null","331","83","756","null","16","108.0","null","15248","1965","null","null","14","128","18","789","Dubbo","null"
"null","null","388","456","589","20","null","null","5",2013,"40","497","null","16419","3420","129","38","null","null","790","32612","14786","26","1605","null","null","68493","82","175","63","null","null","141.0","48","197","44.0","13","393","16890","205","575","235","null","null","310","446","50600","46184","8","5709","null","120.0","null","21.0","93","130","30","528","null","null","16","null","null","347","143","1258","326","29","467","15","14","144.0","null","291","null","75",10601,"null","null","null","null","18","4423","null","null","5709","null","21","575","null","null","644","null","1581","115","161","13","null","32","null","null","null","null","366","95","705","null","12","188.0","null","18962","1496","null","null","8","159","7","295","Lower Hunter","null"
"null","null","236","498","495","16","null","null","3",2013,"21","364","null","10027","2561","204","38","null","null","809","23183","9274","34","944","16","null","52465","104","236","50","null","null","201.0","33","181","59.0","9","323","13722","164","838","566","null","null","170","634","41371","38381","null","4651","null","165.0","6","36.0","50","109","8","515","null","null","16","null","null","298","166","283","267","24","510","23","20","206.0","13","196","3","65",10602,"null","null","null","null","16","2773","null","null","4651","null","19","847","null","null","549","null","1081","111","193","13","null","30","null","null","null","null","143","95","548","null","17","266.0","null","15548","1378","null","null","6","150","16","270","Maitland","null"
"null","null","309","409","352","33","null","null","4",2013,"13","449","null","9245","2596","52","36","null","null","900","26859","8243","16","641","18","null","53359","56","166","61","null","null","82.0","36","162","88.0","27","342","11121","279","254","336","null","null","264","202","42573","40777","8","4540","null","67.0","9","15.0","55","117","23","495","null","null","31","null","null","300","107","336","236","14","511","15","21","85.0","13","224","3","54",10603,"null","null","null","null","11","2593","null","null","4540","null","null","258","null","null","546","null","1553","145","164","11","null","34","null","null","null","null","273","112","635","null","10","174.0","null","15415","1286","null","null","13","145","23","188","Port Stephens","null"
"null","null","122","149","245","4","null","null","3",2013,"20","300","null","8372","1702","76","8","null","null","283","11150","6879","8","893","null","3","25462","26","69","43","null","null","96.0","24","71","27.0","3","143","7054","55","361","104","null","null","109","285","16862","15537","null","2691","null","84.0","null","12.0","94","48","17","271","null","null","4","null","null","173","64","1043","109","9","206","5","19","98.0","null","65","3","18",10604,"null","null","null","null","8","1477","null","null","2691","null","null","363","null","null","290","null","357","27","79","4","null","8","null","null","null","null","168","23","387","null","3","125.0","null","7259","634","null","null","3","63","9","188","Upper Hunter","null"
"null","null","327","339","514","21","null","null","3",2013,"19","364","null","6324","1742","56","32","null","null","658","25600","7036","9","680","15","null","51289","48","177","34","null","null","77.0","31","142","83.0","12","288","11085","135","277","157","null","null","153","221","43354","40064","6","3366","null","67.0","11","10.0","59","110","4","398","null","null","15","null","null","233","118","71","234","19","306","12","12","79.0","9","203","null","50",10701,"null","null","null","null","12","2433","null","null","3366","null","17","277","null","null","410","null","1601","112","155","15","null","34","null","null","null","null","201","91","531","null","10","162.0","null","14598","1100","null","null","11","134","26","207","Dapto  Port Kembla","null"
"null","null","null","null","null","null","null","null","null",2013,"null","null","null","null","null","null","null","null","null","null","4","null","null","null","null","null","7","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","7","7","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",10702,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","null","null","null","null","null","null","null","Illawarra Catchment Reserve","null"
"null","null","273","448","341","31","null","null","5",2013,"14","488","null","8079","2364","156","34","null","null","1042","30800","9028","13","743","23","9","63464","82","252","64","null","null","113.0","28","156","49.0","24","387","13845","238","407","264","null","null","225","251","53346","49596","7","4467","null","88.0","20","25.0","59","131","13","545","null","null","17","null","null","339","87","215","260","13","381","24","26","115.0","20","179","null","65",10703,"null","null","null","null","13","3118","null","null","4467","null","15","407","null","null","497","null","2019","143","184","11","null","31","null","null","null","null","225","112","710","null","7","164.0","null","18820","1519","null","null","13","189","21","161","Kiama  Shellharbour","null"
"null","null","406","1163","583","25","null","null","5",2013,"40","875","null","9713","4681","340","44","null","null","1380","37240","9463","20","777","16","3","80418","220","764","155","null","null","176.0","56","317","84.0","30","638","18983","202","590","743","null","null","368","250","68796","65286","10","8389","null","111.0","9","64.0","125","253","21","928","null","null","24","null","null","583","178","107","425","37","928","56","28","181.0","14","323","5","168",10704,"null","null","null","null","15","3653","null","null","8389","null","14","590","null","null","914","null","1869","164","310","22","null","48","null","null","null","null","278","139","1229","null","14","264.0","null","24181","2619","null","null","19","298","36","136","Wollongong","null"
"null","null","110","153","144","17","null","null","3",2013,"7","182","null","4454","1326","12","7","null","null","468","13163","3933","4","637","6","null","23881","23","108","20","null","null","29.0","23","73","4.0","9","167","4281","157","94","101","null","null","142","82","18782","17843","4","2254","null","26.0","8","2.0","21","43","16","222","null","null","7","null","null","139","44","371","109","5","220","12","5","30.0","3","98","null","22",10801,"null","null","null","null","4","976","null","null","2254","null","3","94","null","null","235","null","675","48","70","5","null","11","null","null","null","null","125","31","263","null","9","34.0","null","6456","646","null","null","7","61","3","59","Great Lakes","null"
"null","null","213","211","274","15","null","null","null",2013,"32","283","null","7709","2379","2","28","null","null","580","22036","6921","13","828","5","3","35894","16","167","32","null","null","32.0","18","84","22.0","8","273","5283","235","113","142","null","null","188","111","27352","25580","7","3652","null","32.0","9","null","14","83","18","290","null","null","15","null","null","191","60","1047","164","5","246","15","7","33.0","5","135","null","31",10802,"null","null","null","null","3","1622","null","null","3652","null","9","113","null","null","328","null","867","75","89","10","null","15","null","null","null","null","205","60","380","null","10","55.0","null","8543","883","null","null","13","79","5","197","Kempsey  Nambucca","null"
"null","null","12","null","3","null","null","null","null",2013,"null","null","null","51","23","null","null","null","null","3","140","73","null","4","null","null","228","null","3","null","null","null","null","null","null","null","null","4","35","null","null","null","null","null","20","null","189","109","null","45","null","null","null","null","null","null","1","3","null","null","null","null","null","3","3","null","3","null","null","null","null","null","null","null","null","5",10803,"null","null","null","null","null","29","null","null","45","null","null","null","null","null","12","null","null","null","3","null","null","null","null","null","null","null","10","null","null","null","null","null","null","58","13","null","null","null","null","null","null","Lord Howe Island","null"
"null","null","309","456","405","34","null","null","3",2013,"35","623","null","10235","3466","54","37","null","null","1126","29531","8737","4","841","19","3","56850","87","381","91","null","null","102.0","39","182","97.0","21","446","11462","333","357","411","null","null","279","303","45588","43368","19","5824","null","92.0","16","10.0","59","139","34","573","null","null","20","null","null","363","107","667","284","17","620","30","19","106.0","15","229","null","79",10804,"null","null","null","null","18","2728","null","null","5824","null","9","364","null","null","630","null","1014","146","185","10","null","28","null","null","null","null","192","112","834","null","5","203.0","null","15869","1624","null","null","15","171","22","211","Port Macquarie","null"
"null","null","219","235","311","22","null","null","null",2013,"30","380","null","8444","2576","16","19","null","null","673","24211","7646","6","895","8","3","41942","26","174","43","null","null","60.0","27","96","27.0","17","294","7199","245","197","182","null","null","186","181","32507","30495","9","4001","null","57.0","5","3.0","42","116","23","335","null","null","14","null","null","227","63","1029","183","6","317","12","12","61.0","9","144","null","29",10805,"null","null","null","null","4","1999","null","null","4001","null","14","201","null","null","358","null","1056","81","96","3","null","18","null","null","null","null","220","59","500","null","4","88.0","null","10527","999","null","null","3","98","14","101","Taree  Gloucester","null"
"null","null","348","446","239","null","null","null","6",2013,"21","497","null","8766","3361","23","38","null","null","860","21258","7911","5","916","11","5","41820","62","311","56","null","null","93.0","42","145","53.0","11","382","8650","125","283","412","null","null","229","260","31499","30098","10","5668","null","89.0","8","4.0","60","172","35","567","null","null","15","null","null","389","151","917","285","8","631","20","25","93.0","10","226","null","55",10901,"null","null","null","null","15","1916","null","null","5668","null","null","283","null","null","634","null","1630","104","153","13","null","17","null","null","null","null","215","null","683","null","76","146.0","null","11909","1515","null","null","6","145","19","379","Albury","null"
"null","null","74","39","60","null","null","null","3",2013,"6","149","null","3129","860","2","4","null","null","175","4435","2954","8","226","null","null","8423","4","11","3","null","null","9.0","11","24","null","null","74","1787","18","30","56","null","null","76","28","5138","4625","null","1525","null","9.0","null","null","28","26","22","124","null","null","3","null","null","80","38","758","46","null","84","3","6","11.0","null","31","null","9",10902,"null","null","null","null","null","341","null","null","1525","null","null","31","null","null","210","null","239","14","34","null","null","null","null","null","null","null","62","null","183","null","4","11.0","null","2213","408","null","null","3","23","3","131","Lower Murray","null"
"null","null","292","170","195","23","null","null","6",2013,"18","337","null","9851","2740","8","15","null","null","536","16358","8712","5","954","null","null","31544","27","79","28","null","null","50.0","26","78","16.0","null","240","6777","112","177","217","null","null","238","169","20697","19538","null","4495","null","49.0","null","1.0","52","105","55","325","null","null","12","null","null","217","67","1718","156","3","370","12","19","51.0","7","155","3","25",10903,"null","null","null","null","null","1092","null","null","4495","null","13","177","null","null","483","null","1318","74","94","null","null","null","null","null","null","null","199","51","463","null","16","68.0","null","8499","1208","null","null","6","96","5","724","Upper Murray exc. Albury","null"
"null","null","165","278","209","16","null","null","3",2013,"13","334","null","7491","2466","8","10","null","null","437","14877","6876","9","913","3","null","27932","65","161","43","null","null","29.0","17","79","21.0","6","226","5136","70","71","175","null","null","153","63","20264","18193","4","4113","null","28.0","7","2.0","55","103","21","315","null","null","3","null","null","208","61","1597","128","5","361","14","17","33.0","3","79","null","30",11001,"null","null","null","null","4","1331","null","null","4113","null","7","72","null","null","496","null","326","42","82","7","null","null","null","null","null","null","185","26","415","null","3","53.0","null","7961","1086","null","null","5","64","7","142","Armidale","null"
"null","null","229","178","297","18","null","null","3",2013,"21","337","null","10028","2984","13","15","null","null","496","17509","9256","19","1350","7","null","30509","14","125","35","null","null","26.0","12","78","12.0","8","262","5294","115","114","145","null","null","133","101","20335","17895","8","4584","null","25.0","12","2.0","34","113","20","354","null","null","7","null","null","248","39","2184","154","9","239","15","12","28.0","8","99","null","28",11002,"null","null","null","null","null","1175","null","null","4584","null","5","114","null","null","361","null","278","59","91","null","null","11","null","null","null","null","229","41","435","null","3","40.0","null","7678","1196","null","null","6","82","10","171","Inverell  Tenterfield","null"
"null","null","222","121","209","8","null","null","4",2013,"15","215","null","8758","1994","16","3","null","null","334","10096","7522","3","918","null","null","21085","8","83","17","null","null","29.0","20","69","26.0","3","147","5092","43","92","130","null","null","94","76","12246","11050","3","3277","null","25.0","3","4.0","36","78","20","274","null","null","8","null","null","183","51","1395","141","10","281","4","17","28.0","4","80","null","17",11003,"null","null","null","null","null","697","null","null","3277","null","4","93","null","null","380","null","174","29","71","null","null","null","null","null","null","null","137","21","293","null","19","55.0","null","5866","845","null","null","4","58","5","494","Moree  Narrabri","null"
"null","null","488","426","629","24","null","null","6",2013,"36","609","null","17315","4943","55","49","null","null","1065","31927","16017","14","2235","13","3","63356","57","303","87","null","null","113.0","34","188","196.0","24","426","13735","201","401","438","null","null","290","346","45399","40394","7","7905","null","103.0","4","9.0","80","206","34","742","null","null","19","null","null","496","135","2511","344","11","649","21","22","117.0","8","264","3","65",11004,"null","null","null","null","16","2975","null","null","7905","null","21","401","null","null","765","null","801","137","222","18","null","32","null","null","null","null","311","113","809","null","17","313.0","null","17654","2058","null","null","11","157","14","558","Tamworth  Gunnedah","null"
"null","null","null","null","null","null","null","null","null",2013,"null","null","null","null","null","null","null","null","null","null","4","null","null","null","null","null","4","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","4","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",12402,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Blue Mountains  South","null"
"null","null","353","959","550","24","null","null","11",2013,"24","708","null","11251","4284","132","34","null","null","1541","41239","11109","31","720","18","5","88249","166","563","111","null","null","142.0","61","291","54.0","22","544","19556","362","381","991","null","null","275","249","75118","70800","8","7803","null","115.0","8","26.0","108","252","15","903","null","null","14","null","null","580","217","91","404","68","776","41","35","146.0","21","329","3","102",11101,"null","null","null","null","17","4332","null","null","7803","null","11","381","null","null","852","null","1785","140","283","17","null","39","null","null","null","null","255","116","1042","null","19","200.0","null","27452","2454","null","null","12","268","35","97","Lake Macquarie  East","null"
"null","null","283","425","409","15","null","null","null",2013,"15","430","null","8112","2034","105","30","null","null","874","27862","7933","17","718","14","null","55118","50","202","62","null","null","137.0","32","149","41.0","14","276","11270","302","493","254","null","null","149","388","45255","42473","7","3843","null","120.0","4","17.0","61","132","3","418","null","null","18","null","null","247","73","98","212","20","345","26","23","139.0","4","185","null","72",11102,"null","null","null","null","8","2948","null","null","3843","null","15","495","null","null","421","null","1739","106","152","15","null","27","null","null","null","null","199","91","646","null","20","180.0","null","16016","1312","null","null","11","177","15","121","Lake Macquarie  West","null"
"null","null","586","1733","849","26","null","null","16",2013,"38","1106","null","14880","6429","144","63","null","null","1600","50621","14334","39","1258","18","null","115216","280","1148","195","null","null","172.0","93","494","169.0","27","864","29142","279","496","1171","null","null","584","352","98357","91849","22","12027","null","149.0","10","23.0","234","398","26","1382","null","null","21","null","null","830","444","150","562","111","1500","79","83","173.0","20","437","14","177",11103,"null","null","null","null","18","5916","null","null","12027","null","24","500","null","null","1630","null","1868","192","458","26","null","65","null","null","null","null","377","166","1613","null","41","342.0","null","35376","3535","null","null","16","400","47","316","Newcastle","null"
"null","null","303","890","331","44","null","null","8",2013,"35","803","null","10280","5192","45","27","null","null","1299","31481","9452","19","826","11","7","57824","239","525","162","null","null","95.0","43","277","36.0","29","662","10292","398","265","468","null","null","480","220","46666","43756","18","8305","null","87.0","16","8.0","107","297","33","793","null","null","12","null","null","523","139","1056","299","48","831","117","21","97.0","14","331","3","145",11201,"null","null","null","null","5","2648","null","null","8305","null","10","267","null","null","789","null","840","127","239","14","null","20","null","null","null","null","326","83","1088","null","12","134.0","null","16011","2192","null","null","14","230","24","52","Richmond Valley  Coastal","null"
"null","null","300","425","434","21","null","null","null",2013,"36","543","null","11862","4374","12","44","null","null","783","30030","10880","15","1237","16","4","52903","91","366","64","null","null","36.0","26","191","28.0","18","459","9270","307","150","257","null","null","201","138","40389","37250","11","6497","null","34.0","11","2.0","64","156","13","536","null","null","15","null","null","377","98","2148","272","7","465","40","24","37.0","8","222","3","67",11202,"null","null","null","null","10","2168","null","null","6497","null","19","150","null","null","580","null","725","118","132","10","null","23","null","null","null","null","304","97","689","null","7","65.0","null","13624","1440","null","null","11","118","12","287","Richmond Valley  Hinterland","null"
"null","null","336","601","306","48","null","null","null",2013,"11","809","null","8550","4281","35","38","null","null","1390","27926","8741","15","827","19","4","55288","236","361","81","null","null","85.0","47","222","46.0","20","496","10853","294","274","395","null","null","276","239","45763","42900","21","6657","null","79.0","18","6.0","106","210","22","750","null","null","27","null","null","513","101","680","318","30","727","65","30","86.0","22","262","3","98",11203,"null","null","null","null","9","1865","null","null","6657","null","21","274","null","null","565","null","975","176","206","21","null","39","null","null","null","null","238","128","1057","null","23","132.0","null","16535","1706","null","null","16","194","14","106","Tweed Valley","null"
"null","null","243","207","306","15","null","null","null",2013,"29","492","null","11572","3481","8","17","null","null","641","20531","10871","12","1474","13","3","39341","104","131","33","null","null","25.0","15","127","24.0","7","318","8153","104","69","261","null","null","190","61","27038","23686","8","5597","null","23.0","null","1.0","63","167","20","480","null","null","null","null","null","301","116","2180","221","5","514","7","20","26.0","7","225","null","27",11301,"null","null","null","null","5","1793","null","null","5597","null","16","69","null","null","557","null","899","73","158","null","null","16","null","null","null","null","210","58","616","null","23","50.0","null","10650","1446","null","null","3","108","11","868","Griffith  Murrumbidgee (West)","null"
